Phylum,Class,Order,Family,Genus,Species
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Fenollaria,s__Fenollaria_massiliensis
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia_magna
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia_magna
p__Firmicutes,c__Tissierellia,o__Tissierellales,f__Peptoniphilaceae,g__Finegoldia,s__Finegoldia_magna
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_bacterium
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_unclassified_SGB47659
p__Firmicutes,c__Firmicutes_unclassified,o__Firmicutes_unclassified,f__Firmicutes_unclassified,g__Firmicutes_unclassified,s__Firmicutes_unclassified_SGB47659
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor_plautii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor_plautii
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor_sp_An10
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor_sp_An10
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor_sp_An100
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Flavonifractor,s__Flavonifractor_sp_An100
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Fournierella,s__Fournierella_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Fournierella,s__Fournierella_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Fournierella,s__Fournierella_massiliensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Frisingicoccus,s__Frisingicoccus_caecimuris
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Frisingicoccus,s__Frisingicoccus_caecimuris
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Fumia,s__Fumia_xinanensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__Fumia,s__Fumia_xinanensis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter_saccharivorans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter_saccharivorans
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter_sp_CLA_AA_H277
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__Fusicatenibacter,s__Fusicatenibacter_sp_CLA_AA_H277
p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_nucleatum
p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_nucleatum
p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_perfoetens
p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_perfoetens
p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_periodonticum
p__Fusobacteria,c__Fusobacteriia,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__Fusobacterium_periodonticum
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Gallalistipes,s__Gallalistipes_aquisgranensis
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__Gallalistipes,s__Gallalistipes_aquisgranensis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella_vaginalis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella_vaginalis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella_vaginalis
p__Actinobacteria,c__Actinomycetia,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Gardnerella,s__Gardnerella_vaginalis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Christensenellaceae,g__Gehongia,s__Gehongia_tenuis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Christensenellaceae,g__Gehongia,s__Gehongia_tenuis
p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Gemella,s__Gemella_morbillorum
p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Gemella,s__Gemella_morbillorum
p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Gemella,s__Gemella_sanguinis
p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillales_unclassified,g__Gemella,s__Gemella_sanguinis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_formicilis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_formicilis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_formicilis
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_gallinarum
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_gallinarum
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_SGB15295
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_SGB15295
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_SGB15301
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_SGB15301
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_sp_An87
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_unclassified,g__Gemmiger,s__Gemmiger_sp_An87
p__Firmicutes,c__CFGB3172,o__OFGB3172,f__FGB3172,g__GGB10692,s__GGB10692_SGB17347
p__Firmicutes,c__CFGB3172,o__OFGB3172,f__FGB3172,g__GGB10692,s__GGB10692_SGB17347
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__GGB1153,s__GGB1153_SGB1481
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__GGB1153,s__GGB1153_SGB1481
p__Bacteroidota,c__CFGB4405,o__OFGB4405,f__FGB4405,g__GGB1266,s__GGB1266_SGB1699
p__Bacteroidota,c__CFGB4405,o__OFGB4405,f__FGB4405,g__GGB1266,s__GGB1266_SGB1699
p__Candidatus_Saccharibacteria,c__Candidatus_Nanosyncoccalia,o__Candidatus_Nanogingivales,f__Candidatus_Nanogingivalaceae,g__GGB12785,s__GGB12785_SGB19823
p__Candidatus_Saccharibacteria,c__Candidatus_Nanosyncoccalia,o__Candidatus_Nanogingivales,f__Candidatus_Nanogingivalaceae,g__GGB12785,s__GGB12785_SGB19823
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB13283,s__GGB13283_SGB4948
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB13283,s__GGB13283_SGB4948
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__GGB1331,s__GGB1331_SGB1788
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Odoribacteraceae,g__GGB1331,s__GGB1331_SGB1788
p__Firmicutes,c__CFGB4605,o__OFGB4605,f__FGB4605,g__GGB13404,s__GGB13404_SGB14252
p__Firmicutes,c__CFGB4605,o__OFGB4605,f__FGB4605,g__GGB13404,s__GGB13404_SGB14252
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB13489,s__GGB13489_SGB15224
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB13489,s__GGB13489_SGB15224
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB13493,s__GGB13493_SGB15238
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB13493,s__GGB13493_SGB15238
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__GGB1354,s__GGB1354_SGB1818
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__GGB1354,s__GGB1354_SGB1818
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__GGB1364,s__GGB1364_SGB1834
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__GGB1364,s__GGB1364_SGB1834
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__GGB1387,s__GGB1387_SGB1895
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__GGB1387,s__GGB1387_SGB1895
p__Bacteroidota,c__CFGB602,o__OFGB602,f__FGB602,g__GGB1420,s__GGB1420_SGB1957
p__Bacteroidota,c__CFGB602,o__OFGB602,f__FGB602,g__GGB1420,s__GGB1420_SGB1957
p__Bacteroidota,c__CFGB618,o__OFGB618,f__FGB618,g__GGB1456,s__GGB1456_SGB2019
p__Bacteroidota,c__CFGB618,o__OFGB618,f__FGB618,g__GGB1456,s__GGB1456_SGB2019
p__Bacteroidota,c__CFGB628,o__OFGB628,f__FGB628,g__GGB1492,s__GGB1492_SGB2067
p__Bacteroidota,c__CFGB628,o__OFGB628,f__FGB628,g__GGB1492,s__GGB1492_SGB2067
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1503,s__GGB1503_SGB2083
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1503,s__GGB1503_SGB2083
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1538,s__GGB1538_SGB2121
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1538,s__GGB1538_SGB2121
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1550,s__GGB1550_SGB2135
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1550,s__GGB1550_SGB2135
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1567,s__GGB1567_SGB2154
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB1567,s__GGB1567_SGB2154
p__Bacteroidota,c__CFGB658,o__OFGB658,f__FGB658,g__GGB1627,s__GGB1627_SGB2230
p__Bacteroidota,c__CFGB658,o__OFGB658,f__FGB658,g__GGB1627,s__GGB1627_SGB2230
p__Bacteroidota,c__CFGB667,o__OFGB667,f__FGB667,g__GGB1661,s__GGB1661_SGB2275
p__Bacteroidota,c__CFGB667,o__OFGB667,f__FGB667,g__GGB1661,s__GGB1661_SGB2275
p__Bacteroidota,c__CFGB667,o__OFGB667,f__FGB667,g__GGB1662,s__GGB1662_SGB2276
p__Bacteroidota,c__CFGB667,o__OFGB667,f__FGB667,g__GGB1662,s__GGB1662_SGB2276
p__Bacteroidota,c__CFGB668,o__OFGB668,f__FGB668,g__GGB1663,s__GGB1663_SGB2278
p__Bacteroidota,c__CFGB668,o__OFGB668,f__FGB668,g__GGB1663,s__GGB1663_SGB2278
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__GGB1689,s__GGB1689_SGB2321
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Rikenellaceae,g__GGB1689,s__GGB1689_SGB2321
p__Firmicutes,c__CFGB78335,o__OFGB78335,f__FGB78335,g__GGB18456,s__GGB18456_SGB4146
p__Firmicutes,c__CFGB78335,o__OFGB78335,f__FGB78335,g__GGB18456,s__GGB18456_SGB4146
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB22635,s__GGB22635_SGB63107
p__Actinobacteria,c__Coriobacteriia,o__Eggerthellales,f__Eggerthellaceae,g__GGB22635,s__GGB22635_SGB63107
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB25053,s__GGB25053_SGB106016
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Lachnospiraceae,g__GGB25053,s__GGB25053_SGB106016
p__Firmicutes,c__CFGB3297,o__OFGB3297,f__FGB3297,g__GGB25626,s__GGB25626_SGB37597
p__Firmicutes,c__CFGB3297,o__OFGB3297,f__FGB3297,g__GGB25626,s__GGB25626_SGB37597
p__Firmicutes,c__CFGB1011,o__OFGB1011,f__FGB1011,g__GGB2652,s__GGB2652_SGB3573
p__Firmicutes,c__CFGB1011,o__OFGB1011,f__FGB1011,g__GGB2652,s__GGB2652_SGB3573
p__Firmicutes,c__CFGB1011,o__OFGB1011,f__FGB1011,g__GGB2653,s__GGB2653_SGB3574
p__Firmicutes,c__CFGB1011,o__OFGB1011,f__FGB1011,g__GGB2653,s__GGB2653_SGB3574
p__Firmicutes,c__CFGB1012,o__OFGB1012,f__FGB1012,g__GGB2657,s__GGB2657_SGB3578
p__Firmicutes,c__CFGB1012,o__OFGB1012,f__FGB1012,g__GGB2657,s__GGB2657_SGB3578
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__GGB27106,s__GGB27106_SGB6188
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Clostridiaceae,g__GGB27106,s__GGB27106_SGB6188
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB27849,s__GGB27849_SGB40283
p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__GGB27849,s__GGB27849_SGB40283
p__Firmicutes,c__CFGB28369,o__OFGB28369,f__FGB28369,g__GGB28369,s__GGB28369_SGB40949
p__Firmicutes,c__CFGB28369,o__OFGB28369,f__FGB28369,g__GGB28369,s__GGB28369_SGB40949
p__Firmicutes,c__CFGB9536,o__OFGB9536,f__FGB9536,g__GGB28474,s__GGB28474_SGB41058
p__Firmicutes,c__CFGB9536,o__OFGB9536,f__FGB9536,g__GGB28474,s__GGB28474_SGB41058
p__Firmicutes,c__CFGB1126,o__OFGB1126,f__FGB1126,g__GGB2848,s__GGB2848_SGB3813
p__Firmicutes,c__CFGB1126,o__OFGB1126,f__FGB1126,g__GGB2848,s__GGB2848_SGB3813
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB29535,s__GGB29535_SGB36365
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB29535,s__GGB29535_SGB36365
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB29535,s__GGB29535_SGB42321
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB29535,s__GGB29535_SGB42321
p__Firmicutes,c__CFGB1201,o__OFGB1201,f__FGB1201,g__GGB2958,s__GGB2958_SGB3940
p__Firmicutes,c__CFGB1201,o__OFGB1201,f__FGB1201,g__GGB2958,s__GGB2958_SGB3940
p__Firmicutes,c__CFGB1211,o__OFGB1211,f__FGB1211,g__GGB2970,s__GGB2970_SGB3952
p__Firmicutes,c__CFGB1211,o__OFGB1211,f__FGB1211,g__GGB2970,s__GGB2970_SGB3952
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB2977,s__GGB2977_SGB3959
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB2977,s__GGB2977_SGB3959
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB2980,s__GGB2980_SGB3962
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB2980,s__GGB2980_SGB3962
p__Firmicutes,c__CFGB1217,o__OFGB1217,f__FGB1217,g__GGB2982,s__GGB2982_SGB3964
p__Firmicutes,c__CFGB1217,o__OFGB1217,f__FGB1217,g__GGB2982,s__GGB2982_SGB3964
p__Firmicutes,c__CFGB4559,o__OFGB4559,f__FGB4559,g__GGB2983,s__GGB2983_SGB3965
p__Firmicutes,c__CFGB4559,o__OFGB4559,f__FGB4559,g__GGB2983,s__GGB2983_SGB3965
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB2987,s__GGB2987_SGB3969
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB2987,s__GGB2987_SGB3969
p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2996,s__GGB2996_SGB3983
p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2996,s__GGB2996_SGB3983
p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2998,s__GGB2998_SGB3988
p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2998,s__GGB2998_SGB3988
p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2998,s__GGB2998_SGB3989
p__Firmicutes,c__CFGB1226,o__OFGB1226,f__FGB1226,g__GGB2998,s__GGB2998_SGB3989
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB2999,s__GGB2999_SGB3990
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB2999,s__GGB2999_SGB3990
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3000,s__GGB3000_SGB3991
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3000,s__GGB3000_SGB3991
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3001,s__GGB3001_SGB3992
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3001,s__GGB3001_SGB3992
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3002,s__GGB3002_SGB3993
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3002,s__GGB3002_SGB3993
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3005,s__GGB3005_SGB3996
p__Firmicutes,c__CFGB1227,o__OFGB1227,f__FGB1227,g__GGB3005,s__GGB3005_SGB3996
p__Firmicutes,c__CFGB1249,o__OFGB1249,f__FGB1249,g__GGB3032,s__GGB3032_SGB4027
p__Firmicutes,c__CFGB1249,o__OFGB1249,f__FGB1249,g__GGB3032,s__GGB3032_SGB4027
p__Firmicutes,c__CFGB1249,o__OFGB1249,f__FGB1249,g__GGB3033,s__GGB3033_SGB4029
p__Firmicutes,c__CFGB1249,o__OFGB1249,f__FGB1249,g__GGB3033,s__GGB3033_SGB4029
p__Firmicutes,c__CFGB1249,o__OFGB1249,f__FGB1249,g__GGB3034,s__GGB3034_SGB4030
p__Firmicutes,c__CFGB1249,o__OFGB1249,f__FGB1249,g__GGB3034,s__GGB3034_SGB4030
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB3057,s__GGB3057_SGB4059
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB3057,s__GGB3057_SGB4059
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB3057,s__GGB3057_SGB71294
p__Firmicutes,c__CFGB1260,o__OFGB1260,f__FGB1260,g__GGB3057,s__GGB3057_SGB71294
p__Firmicutes,c__CFGB1262,o__OFGB1262,f__FGB1262,g__GGB3061,s__GGB3061_SGB4063
p__Firmicutes,c__CFGB1262,o__OFGB1262,f__FGB1262,g__GGB3061,s__GGB3061_SGB4063
p__Actinobacteria,c__CFGB77153,o__OFGB77153,f__FGB77153,g__GGB30861,s__GGB30861_SGB44083
p__Actinobacteria,c__CFGB77153,o__OFGB77153,f__FGB77153,g__GGB30861,s__GGB30861_SGB44083
p__Firmicutes,c__CFGB1285,o__OFGB1285,f__FGB1285,g__GGB3100,s__GGB3100_SGB4108
p__Firmicutes,c__CFGB1285,o__OFGB1285,f__FGB1285,g__GGB3100,s__GGB3100_SGB4108
p__Firmicutes,c__CFGB1292,o__OFGB1292,f__FGB1292,g__GGB3109,s__GGB3109_SGB4119
p__Firmicutes,c__CFGB1292,o__OFGB1292,f__FGB1292,g__GGB3109,s__GGB3109_SGB4119
p__Firmicutes,c__CFGB1292,o__OFGB1292,f__FGB1292,g__GGB3109,s__GGB3109_SGB4121
p__Firmicutes,c__CFGB1292,o__OFGB1292,f__FGB1292,g__GGB3109,s__GGB3109_SGB4121
p__Firmicutes,c__CFGB73076,o__OFGB73076,f__FGB73076,g__GGB3111,s__GGB3111_SGB4123
p__Firmicutes,c__CFGB73076,o__OFGB73076,f__FGB73076,g__GGB3111,s__GGB3111_SGB4123
p__Firmicutes,c__CFGB77243,o__OFGB77243,f__FGB77243,g__GGB3123,s__GGB3123_SGB4135
p__Firmicutes,c__CFGB77243,o__OFGB77243,f__FGB77243,g__GGB3123,s__GGB3123_SGB4135
p__Firmicutes,c__CFGB3009,o__OFGB3009,f__FGB3009,g__GGB31234,s__GGB31234_SGB14869
p__Firmicutes,c__CFGB3009,o__OFGB3009,f__FGB3009,g__GGB31234,s__GGB31234_SGB14869
p__Firmicutes,c__CFGB1311,o__OFGB1311,f__FGB1311,g__GGB3138,s__GGB3138_SGB4151
p__Firmicutes,c__CFGB1311,o__OFGB1311,f__FGB1311,g__GGB3138,s__GGB3138_SGB4151
p__Firmicutes,c__CFGB1311,o__OFGB1311,f__FGB1311,g__GGB3142,s__GGB3142_SGB4155
p__Firmicutes,c__CFGB1311,o__OFGB1311,f__FGB1311,g__GGB3142,s__GGB3142_SGB4155
p__Firmicutes,c__CFGB78291,o__OFGB78291,f__FGB78291,g__GGB3146,s__GGB3146_SGB4159
p__Firmicutes,c__CFGB78291,o__OFGB78291,f__FGB78291,g__GGB3146,s__GGB3146_SGB4159
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB3152,s__GGB3152_SGB4165
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB3152,s__GGB3152_SGB4165
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB3167,s__GGB3167_SGB4181
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB3167,s__GGB3167_SGB4181
p__Firmicutes,c__CFGB1325,o__OFGB1325,f__FGB1325,g__GGB3175,s__GGB3175_SGB4191
p__Firmicutes,c__CFGB1325,o__OFGB1325,f__FGB1325,g__GGB3175,s__GGB3175_SGB4191
p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765,g__GGB31790,s__GGB31790_SGB47293
p__Firmicutes,c__CFGB1765,o__OFGB1765,f__FGB1765,g__GGB31790,s__GGB31790_SGB47293
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB32387,s__GGB32387_SGB47381
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Eubacteriales_Family_XIII_Incertae_Sedis,g__GGB32387,s__GGB32387_SGB47381
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB32451,s__GGB32451_SGB47419
p__Firmicutes,c__Clostridia,o__Eubacteriales,f__Oscillospiraceae,g__GGB32451,s__GGB32451_SGB47419
p__Firmicutes,c__CFGB14936,o__OFGB14936,f__FGB14936,g__GGB3256,s__GGB3256_SGB4303
p__Firmicutes,c__CFGB14936,o__OFGB14936,f__FGB14936,g__GGB3256,s__GGB3256_SGB4303
p__Firmicutes,c__CFGB77508,o__OFGB77508,f__FGB77508,g__GGB3257,s__GGB3257_SGB4304
p__Firmicutes,c__CFGB77508,o__OFGB77508,f__FGB77508,g__GGB3257,s__GGB3257_SGB4304
